Time,	Acc X,	Acc Y,	Acc Z,	GYR X,	GYR Y,	GYR Z
26.571209029798354,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.125
26.576856470612338,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.125
26.582503911426322,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.125
26.588151352240306,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0,	0.125,	-0.125
26.593798793054294,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	0.125,	-0.125
26.599446233868278,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	0.0
26.605093674682262,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	0.0
26.610741115496246,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	0.0,	-0.125,	-0.125
26.61638855631023,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.125,	-0.125
26.622035997124215,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.0625
26.627683437938202,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	-0.0625,	-0.1875
26.633330878752187,	-0.1899999976158142,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.1875
26.63897831956617,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0625,	0.0625,	-0.125
26.644625760380155,	-0.18000000715255737,	0.019999999552965164,	9.550000190734863,	0.0625,	0.0625,	-0.125
26.65027320119414,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.1875,	-0.1875
26.655920642008123,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.125,	0.1875,	-0.1875
26.66156808282211,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.0625,	0.0
26.667215523636095,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	-0.0625,	0.0
26.67286296445008,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	0.0,	-0.0625
26.678510405264063,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	-0.0625,	-0.125,	-0.0625
26.684157846078048,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	-0.125,	-0.0625
26.68980528689203,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.125,	-0.1875
26.69545272770602,	-0.1599999964237213,	-0.009999999776482582,	9.520000457763672,	0.0625,	-0.125,	-0.1875
26.701100168520004,	-0.1599999964237213,	-0.009999999776482582,	9.520000457763672,	-0.0625,	-0.125,	-0.125
26.706747609333988,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.125
26.712395050147972,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	-0.0625
26.718042490961956,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	-0.0625,	0.0,	-0.0625
26.723689931775944,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.0625
26.729337372589928,	-0.17000000178813934,	0.009999999776482582,	9.520000457763672,	-0.125,	0.0625,	0.0
26.734984813403912,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.125,	0.0625,	0.0
26.740632254217896,	-0.1899999976158142,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.1875
26.74627969503188,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.1875
26.751927135845865,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
26.757574576659852,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.1875,	-0.0625
26.763222017473836,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	0.0,	0.1875,	-0.0625
26.76886945828782,	-0.17000000178813934,	0.0,	9.550000190734863,	0.125,	-0.0625,	-0.125
26.774516899101805,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.125,	-0.0625,	-0.125
26.78016433991579,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0625,	-0.125,	-0.125
26.785811780729773,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.125
26.79145922154376,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0,	-0.1875
26.797106662357745,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	-0.0625
26.80275410317173,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
26.808401543985713,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	-0.0625,	0.0625
26.814048984799697,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	-0.0625,	0.0625
26.81969642561368,	-0.1599999964237213,	-0.019999999552965164,	9.529999732971191,	-0.125,	-0.125,	0.0
26.82534386642767,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	-0.125,	-0.125,	0.0
26.830991307241653,	-0.18000000715255737,	0.0,	9.510000228881836,	0.125,	0.0625,	-0.1875
26.836638748055638,	-0.18000000715255737,	0.0,	9.510000228881836,	0.125,	0.0625,	-0.1875
26.842286188869622,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.125
26.847933629683606,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.0625
26.85358107049759,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.0625
26.859228511311578,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
26.864875952125562,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
26.870523392939546,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.125
26.87617083375353,	-0.15000000596046448,	-0.019999999552965164,	9.550000190734863,	0.0,	-0.0625,	-0.125
26.881818274567514,	-0.1899999976158142,	-0.019999999552965164,	9.520000457763672,	0.0,	0.0,	-0.0625
26.8874657153815,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.1875,	0.0,	0.0
26.893113156195486,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.1875,	0.0,	0.0
26.89876059700947,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.125,	-0.125
26.904408037823455,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0,	0.125,	-0.125
26.91005547863744,	-0.1899999976158142,	0.0,	9.539999961853027,	0.125,	-0.125,	-0.125
26.915702919451423,	-0.1899999976158142,	0.019999999552965164,	9.5600004196167,	0.125,	-0.125,	-0.125
26.92135036026541,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	0.0,	-0.1875
26.926997801079395,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	0.0,	-0.1875
26.93264524189338,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.0,	-0.0625
26.938292682707363,	-0.1599999964237213,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	0.0
26.943940123521347,	-0.1599999964237213,	0.0,	9.579999923706055,	-0.0625,	-0.0625,	0.0
26.94958756433533,	-0.1599999964237213,	0.0,	9.579999923706055,	-0.125,	0.0625,	0.0
26.95523500514932,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	0.0625,	0.0
26.960882445963303,	-0.17000000178813934,	-0.009999999776482582,	9.579999923706055,	0.0625,	0.125,	-0.125
26.966529886777288,	-0.17000000178813934,	-0.009999999776482582,	9.579999923706055,	0.0625,	0.125,	-0.125
26.97217732759127,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.125
26.977824768405256,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.125,	-0.0625
26.98347220921924,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.125,	-0.0625
26.989119650033228,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	-0.125,	-0.125,	-0.0625
26.994767090847212,	-0.20000000298023224,	0.0,	9.550000190734863,	-0.125,	-0.125,	-0.0625
27.000414531661196,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.125,	-0.0625
27.00606197247518,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.125,	-0.0625
27.011709413289164,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	-0.1875,	0.0
27.01735685410315,	-0.1599999964237213,	0.0,	9.520000457763672,	-0.0625,	-0.1875,	0.0
27.023004294917136,	-0.1599999964237213,	0.0,	9.520000457763672,	0.0,	-0.125,	-0.125
27.02865173573112,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.125
27.034299176545105,	-0.17000000178813934,	0.0,	9.569999694824219,	0.0625,	-0.0625,	-0.125
27.03994661735909,	-0.17000000178813934,	0.0,	9.569999694824219,	0.0625,	0.0625,	-0.0625
27.045594058173073,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.0625
27.051241498987057,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	0.0
27.056888939801045,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	0.0
27.06253638061503,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.125,	0.0625,	-0.125
27.068183821429013,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	0.0625
27.073831262242997,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	0.0625
27.07947870305698,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
27.08512614387097,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
27.090773584684953,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0,	-0.0625
27.096421025498937,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.0625
27.10206846631292,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	-0.1875,	-0.125
27.107715907126906,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	-0.1875,	-0.125
27.11336334794089,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.125,	-0.0625
27.119010788754878,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.125,	-0.0625
27.124658229568862,	-0.17000000178813934,	0.0,	9.510000228881836,	0.0,	0.125,	-0.0625
27.130305670382846,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	0.125,	-0.0625
27.13595311119683,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	0.125,	-0.0625
27.141600552010814,	-0.1599999964237213,	0.0,	9.5600004196167,	0.125,	0.0,	-0.0625
27.1472479928248,	-0.15000000596046448,	0.0,	9.550000190734863,	0.125,	0.0,	-0.0625
27.152895433638786,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.0,	-0.0625,	-0.125
27.15854287445277,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.0,	-0.0625,	-0.125
27.164190315266755,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0,	-0.0625
27.16983775608074,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	-0.1875,	-0.0625
27.175485196894723,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	-0.1875,	-0.0625
27.181132637708707,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.125,	-0.0625,	-0.125
27.186780078522695,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.125
27.19242751933668,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.0625
27.198074960150663,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.0625
27.203722400964647,	-0.1899999976158142,	0.0,	9.539999961853027,	0.0625,	0.0625,	-0.0625
27.20936984177863,	-0.1899999976158142,	-0.009999999776482582,	9.520000457763672,	0.0,	0.0,	-0.125
27.215017282592616,	-0.1899999976158142,	-0.009999999776482582,	9.520000457763672,	0.0,	0.0,	-0.125
27.220664723406603,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
27.226312164220587,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
27.23195960503457,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.0625
27.237607045848556,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
27.24325448666254,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	0.0625,	0.0625,	0.0
27.248901927476528,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.125,	-0.125
27.254549368290512,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.125,	-0.125
27.260196809104496,	-0.18000000715255737,	0.0,	9.579999923706055,	0.0,	-0.1875,	-0.125
27.26584424991848,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	-0.1875,	-0.125
27.271491690732464,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.0625,	0.0
27.27713913154645,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0625,	-0.0625,	0.0
27.282786572360436,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.125,	-0.125
27.28843401317442,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.125,	-0.125
27.294081453988404,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.1875,	0.0
27.29972889480239,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	0.0625,	-0.0625,	-0.0625
27.305376335616373,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	0.0625,	-0.0625,	-0.0625
27.311023776430357,	-0.1899999976158142,	-0.009999999776482582,	9.5600004196167,	0.0625,	0.0,	-0.0625
27.316671217244345,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.0625
27.32231865805833,	-0.18000000715255737,	0.009999999776482582,	9.529999732971191,	0.0625,	0.0,	-0.1875
27.327966098872313,	-0.18000000715255737,	0.009999999776482582,	9.529999732971191,	0.0625,	0.0,	-0.1875
27.333613539686297,	-0.17000000178813934,	0.009999999776482582,	9.5600004196167,	0.0625,	-0.0625,	0.0
27.33926098050028,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	0.0625,	-0.0625,	0.0
27.344908421314265,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	0.0,	0.125,	-0.1875
27.350555862128253,	-0.15000000596046448,	0.0,	9.510000228881836,	-0.125,	0.125,	-0.1875
27.356203302942237,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	-0.125,	0.125,	-0.1875
27.36185074375622,	-0.15000000596046448,	-0.009999999776482582,	9.569999694824219,	0.0625,	0.125,	-0.0625
27.367498184570206,	-0.15000000596046448,	-0.009999999776482582,	9.569999694824219,	0.0625,	0.125,	-0.0625
27.37314562538419,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0,	0.0
27.378793066198174,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	0.0
27.38444050701216,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.125
27.390087947826146,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.125
27.39573538864013,	-0.18000000715255737,	-0.019999999552965164,	9.539999961853027,	0.0625,	-0.0625,	-0.125
27.401382829454114,	-0.18000000715255737,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.0,	-0.1875
27.4070302702681,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.1875
27.412677711082083,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	0.0
27.41832515189607,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.125,	0.0
27.423972592710054,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	0.0
27.42962003352404,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.125
27.435267474338023,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	0.0,	-0.125
27.440914915152007,	-0.18000000715255737,	0.0,	9.5600004196167,	0.1875,	-0.0625,	-0.125
27.446562355965995,	-0.1599999964237213,	0.0,	9.569999694824219,	0.1875,	-0.0625,	-0.125
27.45220979677998,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	0.0
27.457857237593963,	-0.1599999964237213,	-0.019999999552965164,	9.5600004196167,	0.0,	0.0,	0.0
27.463504678407947,	-0.1599999964237213,	-0.019999999552965164,	9.5600004196167,	0.125,	0.125,	-0.125
27.46915211922193,	-0.15000000596046448,	0.0,	9.569999694824219,	0.125,	0.125,	-0.125
27.474799560035915,	-0.20000000298023224,	-0.019999999552965164,	9.539999961853027,	0.0,	0.0625,	-0.1875
27.480447000849903,	-0.20000000298023224,	-0.019999999552965164,	9.539999961853027,	-0.1875,	0.125,	0.0625
27.486094441663887,	-0.1899999976158142,	0.0,	9.520000457763672,	-0.1875,	0.125,	0.0625
27.49174188247787,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.0625
27.497389323291856,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.0625
27.50303676410584,	-0.18000000715255737,	0.009999999776482582,	9.539999961853027,	-0.0625,	0.0625,	-0.0625
27.508684204919824,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.0625
27.51433164573381,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.0625
27.519979086547796,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	0.0625
27.52562652736178,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	-0.0625,	0.0625
27.531273968175764,	-0.15000000596046448,	-0.029999999329447746,	9.550000190734863,	0.0,	-0.0625,	-0.0625
27.53692140898975,	-0.15000000596046448,	-0.029999999329447746,	9.550000190734863,	0.0,	-0.0625,	-0.0625
27.542568849803732,	-0.1899999976158142,	-0.019999999552965164,	9.529999732971191,	0.0625,	0.125,	-0.0625
27.54821629061772,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.125,	-0.0625
27.553863731431704,	-0.1599999964237213,	-0.029999999329447746,	9.539999961853027,	0.0625,	0.0625,	-0.125
27.55951117224569,	-0.1599999964237213,	-0.029999999329447746,	9.539999961853027,	0.0625,	0.0625,	-0.125
27.565158613059673,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.125
27.570806053873657,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
27.57645349468764,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
27.58210093550163,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	-0.0625,	-0.125
27.587748376315613,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.0625,	-0.125
27.593395817129597,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
27.59904325794358,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
27.604690698757565,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0,	-0.125
27.610338139571553,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0,	0.0625,	-0.125
27.615985580385537,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	0.0,	0.0625,	-0.125
27.62163302119952,	-0.1599999964237213,	0.0,	9.550000190734863,	0.1875,	-0.25,	-0.125
27.627280462013506,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.1875,	-0.25,	-0.125
27.63292790282749,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.0625,	0.0
27.638575343641474,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.0625,	0.0
27.64422278445546,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0625,	-0.1875,	-0.0625
27.649870225269446,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0625,	-0.1875,	-0.0625
27.65551766608343,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0625,	-0.25,	0.0
27.661165106897414,	-0.1599999964237213,	0.0,	9.539999961853027,	0.125,	-0.125,	-0.125
27.666812547711398,	-0.18000000715255737,	0.0,	9.5600004196167,	0.125,	-0.125,	-0.125
27.672459988525382,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0,	-0.125,	0.0
27.67810742933937,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.125,	0.0
27.683754870153354,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.125
27.68940231096734,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.125
27.695049751781323,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.125,	0.125,	-0.0625
27.700697192595307,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	0.0,	-0.0625
27.70634463340929,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0,	-0.0625
27.71199207422328,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.125
27.717639515037263,	-0.14000000059604645,	-0.009999999776482582,	9.569999694824219,	0.0625,	-0.125,	-0.125
27.723286955851247,	-0.14000000059604645,	0.0,	9.5600004196167,	0.0625,	0.0,	-0.0625
27.72893439666523,	-0.14000000059604645,	0.0,	9.5600004196167,	0.0625,	0.0,	-0.0625
27.734581837479215,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
27.7402292782932,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.25
27.745876719107187,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.25
27.75152415992117,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.125
27.757171600735155,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.125
27.76281904154914,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.1875,	-0.0625
27.768466482363124,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.1875,	-0.0625
27.774113923177108,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0625,	-0.125
27.779761363991096,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0625,	-0.125
27.78540880480508,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.0625,	-0.125
27.791056245619064,	-0.18000000715255737,	-0.029999999329447746,	9.5600004196167,	0.0625,	0.0,	-0.125
27.796703686433048,	-0.1599999964237213,	0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.125
27.802351127247032,	-0.1599999964237213,	0.0,	9.529999732971191,	0.1875,	-0.1875,	0.0
27.80799856806102,	-0.1599999964237213,	0.0,	9.529999732971191,	0.1875,	-0.1875,	0.0
27.813646008875004,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	-0.0625,	-0.125,	-0.125
27.81929344968899,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	-0.125,	-0.125
27.824940890502972,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.125,	0.0,	-0.125
27.830588331316957,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.0625,	-0.0625,	-0.125
27.83623577213094,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	-0.0625,	-0.0625,	-0.125
27.84188321294493,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0625,	-0.125,	-0.1875
27.847530653758913,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.1875
27.853178094572897,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.125,	0.0,	-0.125
27.85882553538688,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.125
27.864472976200865,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.25
27.87012041701485,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	-0.0625,	0.0
27.875767857828837,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	0.0
27.88141529864282,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0,	-0.125
27.887062739456805,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	0.0,	-0.125
27.89271018027079,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.125,	-0.125,	-0.0625
27.898357621084774,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.125,	-0.125,	-0.0625
27.904005061898758,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.125
27.909652502712746,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
27.91529994352673,	-0.18000000715255737,	-0.019999999552965164,	9.5600004196167,	-0.0625,	0.125,	-0.0625
27.920947384340714,	-0.18000000715255737,	-0.019999999552965164,	9.5600004196167,	-0.0625,	0.0,	-0.125
27.926594825154698,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.125
27.932242265968682,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.125
27.937889706782666,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.125
27.943537147596654,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.1875
27.94918458841064,	-0.14000000059604645,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.1875
27.954832029224622,	-0.1899999976158142,	0.0,	9.5600004196167,	0.0,	0.0625,	-0.125
27.960479470038607,	-0.1899999976158142,	0.0,	9.5600004196167,	0.0,	0.0625,	-0.125
27.96612691085259,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0625,	-0.1875,	-0.25
27.97177435166658,	-0.15000000596046448,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.0625
27.977421792480563,	-0.15000000596046448,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.0625
27.983069233294547,	-0.18000000715255737,	0.0,	9.520000457763672,	-0.125,	0.125,	0.0
27.98871667410853,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.125,	0.0
27.994364114922515,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	0.125,	0.0
28.0000115557365,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.125,	0.0
28.005658996550487,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.125,	-0.125
28.01130643736447,	-0.1899999976158142,	-0.009999999776482582,	9.5600004196167,	0.0625,	0.0,	0.0
28.016953878178455,	-0.1899999976158142,	-0.009999999776482582,	9.5600004196167,	0.0625,	0.0,	0.0
28.02260131899244,	-0.15000000596046448,	0.0,	9.529999732971191,	0.125,	-0.125,	-0.0625
28.028248759806424,	-0.18000000715255737,	0.0,	9.539999961853027,	0.125,	-0.125,	-0.0625
28.033896200620408,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0,	0.0
