Time,	Acc X,	Acc Y,	Acc Z,	GYR X,	GYR Y,	GYR Z
28.039543641434395,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	0.0,	0.0
28.04519108224838,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.0625
28.050838523062364,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.0625
28.056485963876348,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.0625
28.062133404690332,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.0625
28.067780845504316,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.0625
28.073428286318304,	-0.18000000715255737,	0.0,	9.539999961853027,	0.125,	0.0625,	-0.1875
28.079075727132288,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.125,	0.0625,	-0.1875
28.084723167946272,	-0.15000000596046448,	0.009999999776482582,	9.539999961853027,	0.0625,	0.0,	-0.125
28.090370608760256,	-0.15000000596046448,	0.009999999776482582,	9.539999961853027,	0.0625,	0.0,	-0.125
28.09601804957424,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	0.0625,	-0.125
28.101665490388225,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.0625,	-0.125
28.107312931202213,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	0.0625,	-0.125
28.112960372016197,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	0.0625,	0.125
28.11860781283018,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	0.125
28.124255253644165,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0625,	0.0
28.12990269445815,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0625,	0.0
28.135550135272133,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.125
28.14119757608612,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.125
28.146845016900105,	-0.1899999976158142,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.1875
28.15249245771409,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.125,	-0.0625,	0.0
28.158139898528074,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.125,	-0.0625,	0.0
28.163787339342058,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.1875,	-0.1875
28.169434780156045,	-0.1899999976158142,	0.0,	9.520000457763672,	0.0,	-0.1875,	-0.1875
28.17508222097003,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	0.125,	0.0
28.180729661784014,	-0.1899999976158142,	0.0,	9.529999732971191,	-0.0625,	0.125,	0.0
28.186377102597998,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.1875
28.192024543411982,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0625,	0.0,	-0.1875
28.197671984225966,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.1875
28.203319425039954,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0,	0.0
28.208966865853938,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0,	0.0
28.214614306667922,	-0.15000000596046448,	0.0,	9.569999694824219,	0.125,	-0.125,	-0.125
28.220261747481906,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	-0.125,	-0.125
28.22590918829589,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0625,	0.0,	-0.0625
28.231556629109875,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.0625
28.237204069923862,	-0.1599999964237213,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.125,	0.0
28.242851510737847,	-0.1599999964237213,	-0.009999999776482582,	9.529999732971191,	0.0625,	0.0625,	-0.0625
28.24849895155183,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0625,	0.0625,	-0.0625
28.254146392365815,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.0625,	0.0
28.2597938331798,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.0625,	0.0
28.265441273993783,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	-0.0625
28.27108871480777,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.125,	-0.0625
28.276736155621755,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.125,	-0.375,	-0.0625
28.28238359643574,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.125,	-0.375,	-0.0625
28.288031037249723,	-0.17000000178813934,	0.0,	9.579999923706055,	0.0625,	-0.1875,	-0.1875
28.293678478063708,	-0.18000000715255737,	-0.009999999776482582,	9.569999694824219,	0.0,	-0.0625,	0.0
28.299325918877692,	-0.18000000715255737,	-0.009999999776482582,	9.569999694824219,	0.0,	-0.0625,	0.0
28.30497335969168,	-0.17000000178813934,	-0.029999999329447746,	9.579999923706055,	0.0625,	-0.0625,	-0.125
28.310620800505664,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.125
28.316268241319648,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.125
28.321915682133632,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.125,	-0.125
28.327563122947616,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.125,	0.0
28.333210563761604,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	-0.125,	-0.0625
28.338858004575588,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	-0.125,	-0.0625
28.344505445389572,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	-0.1875,	0.0
28.350152886203556,	-0.17000000178813934,	0.009999999776482582,	9.5600004196167,	0.0625,	-0.1875,	0.0
28.35580032701754,	-0.17000000178813934,	0.009999999776482582,	9.5600004196167,	0.0,	0.125,	-0.125
28.361447767831525,	-0.18000000715255737,	0.009999999776482582,	9.550000190734863,	0.0,	0.125,	-0.125
28.367095208645512,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.1875,	0.0625,	0.0625
28.372742649459497,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.1875,	0.0625,	0.0625
28.37839009027348,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
28.384037531087465,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.0,	-0.1875
28.38968497190145,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0,	-0.1875
28.395332412715433,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0,	0.0
28.40097985352942,	-0.17000000178813934,	-0.029999999329447746,	9.550000190734863,	-0.0625,	0.0,	0.0
28.406627294343405,	-0.14000000059604645,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
28.41227473515739,	-0.14000000059604645,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
28.417922175971373,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	-0.125,	-0.125
28.423569616785358,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.125,	-0.125
28.42921705759934,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.125,	-0.125
28.43486449841333,	-0.18000000715255737,	0.0,	9.539999961853027,	0.125,	-0.0625,	0.0
28.440511939227314,	-0.18000000715255737,	0.0,	9.5600004196167,	0.125,	-0.0625,	0.0
28.446159380041298,	-0.18000000715255737,	0.0,	9.569999694824219,	0.1875,	0.0,	-0.0625
28.451806820855282,	-0.18000000715255737,	0.0,	9.569999694824219,	0.1875,	0.0,	-0.0625
28.457454261669266,	-0.1599999964237213,	0.009999999776482582,	9.550000190734863,	0.0625,	-0.1875,	-0.125
28.46310170248325,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.1875,	-0.125
28.468749143297238,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.0625
28.474396584111222,	-0.18000000715255737,	-0.019999999552965164,	9.529999732971191,	0.0,	-0.0625,	-0.125
28.480044024925206,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.125
28.48569146573919,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.125,	-0.0625
28.491338906553175,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.125,	-0.0625
28.49698634736716,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.125,	0.0
28.502633788181146,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	0.0
28.50828122899513,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0,	0.0
28.513928669809115,	-0.1599999964237213,	-0.029999999329447746,	9.569999694824219,	0.0,	-0.0625,	-0.125
28.5195761106231,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.0625,	-0.125
28.525223551437083,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.1875,	-0.0625
28.53087099225107,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.1875,	-0.0625
28.536518433065055,	-0.17000000178813934,	0.0,	9.550000190734863,	0.125,	-0.0625,	-0.0625
28.54216587387904,	-0.18000000715255737,	0.0,	9.5600004196167,	0.125,	-0.0625,	-0.0625
28.547813314693023,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.125,	0.0,	0.0
28.553460755507007,	-0.18000000715255737,	0.009999999776482582,	9.529999732971191,	-0.0625,	-0.25,	0.0
28.55910819632099,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.25,	0.0
28.56475563713498,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.1875,	-0.125
28.570403077948963,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.1875,	-0.125
28.576050518762948,	-0.18000000715255737,	-0.009999999776482582,	9.520000457763672,	-0.0625,	0.0625,	-0.125
28.581697959576932,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.125
28.587345400390916,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
28.5929928412049,	-0.1599999964237213,	0.0,	9.5600004196167,	0.0,	0.125,	-0.0625
28.598640282018888,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
28.604287722832872,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.1875
28.609935163646856,	-0.20000000298023224,	-0.009999999776482582,	9.529999732971191,	-0.125,	0.0,	-0.1875
28.61558260446084,	-0.1899999976158142,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.125
28.621230045274825,	-0.1899999976158142,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.125
28.62687748608881,	-0.1599999964237213,	0.009999999776482582,	9.569999694824219,	-0.0625,	0.0625,	-0.0625
28.632524926902796,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.0625
28.63817236771678,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.125
28.643819808530765,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.125
28.64946724934475,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0,	0.0
28.655114690158733,	-0.1899999976158142,	-0.019999999552965164,	9.539999961853027,	0.0,	-0.0625,	-0.125
28.660762130972717,	-0.1899999976158142,	-0.019999999552965164,	9.539999961853027,	0.0,	-0.0625,	-0.125
28.666409571786705,	-0.18000000715255737,	0.0,	9.5600004196167,	0.0625,	0.0625,	-0.0625
28.67205701260069,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0625,	-0.0625
28.677704453414673,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	-0.125,	-0.125,	-0.125
28.683351894228657,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.125,	-0.125,	-0.125
28.68899933504264,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.125,	0.0,	0.0
28.69464677585663,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
28.700294216670613,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
28.705941657484598,	-0.1599999964237213,	0.0,	9.520000457763672,	0.0,	-0.0625,	-0.0625
28.71158909829858,	-0.17000000178813934,	0.009999999776482582,	9.539999961853027,	0.0,	-0.0625,	-0.0625
28.717236539112566,	-0.17000000178813934,	0.009999999776482582,	9.539999961853027,	0.0,	0.0,	-0.125
28.72288397992655,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0,	-0.125
28.728531420740538,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.125,	0.0,	-0.1875
28.734178861554522,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.125,	0.0,	-0.1875
28.739826302368506,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.125
28.74547374318249,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	-0.1875,	-0.125
28.751121183996474,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	-0.1875,	-0.125
28.75676862481046,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.0625
28.762416065624446,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	0.0,	-0.125,	-0.0625
28.76806350643843,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.0625
28.773710947252415,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.0625,	-0.0625
28.7793583880664,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.1875,	0.0625,	-0.0625
28.785005828880383,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	0.0
28.790653269694367,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.0625,	0.0
28.796300710508355,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	-0.0625,	-0.0625,	-0.1875
28.80194815132234,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.1875
28.807595592136323,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	0.0
28.813243032950307,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	0.0
28.81889047376429,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0,	-0.25
28.824537914578276,	-0.18000000715255737,	0.0,	9.550000190734863,	0.125,	0.0,	-0.125
28.830185355392263,	-0.18000000715255737,	0.0,	9.550000190734863,	0.125,	0.0,	-0.125
28.835832796206248,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	-0.125,	-0.0625
28.84148023702023,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	-0.125,	-0.0625
28.847127677834216,	-0.18000000715255737,	0.0,	9.5600004196167,	0.1875,	0.0625,	-0.125
28.8527751186482,	-0.18000000715255737,	0.0,	9.5600004196167,	0.1875,	0.0625,	-0.125
28.858422559462184,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.1875,	-0.125,	-0.125
28.864070000276172,	-0.18000000715255737,	0.0,	9.550000190734863,	0.1875,	-0.125,	-0.125
28.869717441090156,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0625,	0.0,	0.0625
28.87536488190414,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	0.0,	-0.0625
28.881012322718124,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.0625
28.88665976353211,	-0.1599999964237213,	0.0,	9.520000457763672,	0.0625,	-0.0625,	-0.125
28.892307204346096,	-0.1599999964237213,	0.0,	9.520000457763672,	0.0625,	-0.0625,	-0.125
28.89795464516008,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.125,	-0.0625
28.903602085974065,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0625,	-0.125,	-0.0625
28.90924952678805,	-0.1899999976158142,	0.0,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
28.914896967602033,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.0625
28.920544408416017,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.0625
28.926191849230005,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
28.93183929004399,	-0.18000000715255737,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.0625
28.937486730857973,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	-0.125
28.943134171671957,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	-0.0625,	-0.0625,	-0.125
28.94878161248594,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.0625,	0.0625,	-0.0625
28.954429053299926,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0,	-0.0625,	-0.125
28.960076494113913,	-0.17000000178813934,	0.009999999776482582,	9.539999961853027,	0.0,	-0.0625,	-0.125
28.965723934927897,	-0.17000000178813934,	0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
28.97137137574188,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
28.977018816555866,	-0.1899999976158142,	0.0,	9.5600004196167,	0.0625,	-0.0625,	-0.1875
28.98266625736985,	-0.1599999964237213,	-0.019999999552965164,	9.579999923706055,	0.0625,	-0.0625,	-0.1875
28.988313698183834,	-0.1599999964237213,	-0.019999999552965164,	9.579999923706055,	0.0,	-0.0625,	-0.0625
28.993961138997822,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0,	-0.0625,	-0.0625
28.999608579811806,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.125,	0.0,	0.0
29.00525602062579,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.125,	0.0,	0.0
29.010903461439774,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.125,	0.0,	0.0
29.01655090225376,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.0625
29.022198343067743,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.0625
29.02784578388173,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	-0.0625,	-0.125,	-0.0625
29.033493224695714,	-0.17000000178813934,	0.0,	9.520000457763672,	-0.0625,	-0.125,	-0.0625
29.0391406655097,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	-0.125,	-0.0625,	-0.0625
29.044788106323683,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.0625
29.050435547137667,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	0.0,	-0.0625
29.056082987951655,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.125
29.06173042876564,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.125
29.067377869579623,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.1875
29.073025310393607,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.0625,	0.0,	-0.1875
29.07867275120759,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.0625,	0.1875,	-0.1875
29.084320192021575,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	0.1875,	-0.1875
29.089967632835563,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	-0.125,	0.0
29.095615073649547,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.125,	-0.1875,	0.0
29.10126251446353,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.125,	-0.1875,	0.0
29.106909955277516,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.0625,	-0.125
29.1125573960915,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.125
29.118204836905484,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.0,	0.0
29.12385227771947,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	0.0,	0.0
29.129499718533456,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.0625,	0.0
29.13514715934744,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	0.0
29.140794600161424,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	0.0
29.14644204097541,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
29.152089481789393,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0,	-0.0625
29.15773692260338,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	-0.0625,	0.0
29.163384363417364,	-0.15000000596046448,	-0.019999999552965164,	9.529999732971191,	-0.0625,	-0.0625,	0.0
29.16903180423135,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0625,	0.0,	-0.1875
29.174679245045333,	-0.1599999964237213,	-0.009999999776482582,	9.5600004196167,	0.0625,	0.0,	-0.1875
29.180326685859317,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.125,	0.0
29.1859741266733,	-0.1899999976158142,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
29.19162156748729,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0625,	-0.0625,	-0.0625
29.197269008301273,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	-0.3125,	-0.125
29.202916449115257,	-0.17000000178813934,	0.0,	9.520000457763672,	0.0,	-0.3125,	-0.125
29.20856388992924,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.0625
29.214211330743225,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	-0.0625
29.21985877155721,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0,	-0.125
29.225506212371197,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	0.0,	0.0,	-0.125
29.23115365318518,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	-0.125,	-0.0625,	-0.125
29.236801093999166,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
29.24244853481315,	-0.18000000715255737,	-0.019999999552965164,	9.5600004196167,	-0.0625,	0.0,	-0.0625
29.248095975627134,	-0.18000000715255737,	0.0,	9.510000228881836,	0.0,	0.0625,	-0.0625
29.25374341644112,	-0.18000000715255737,	0.0,	9.510000228881836,	0.0,	0.0625,	-0.0625
29.259390857255106,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	0.0,	0.0,	-0.125
29.26503829806909,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	0.0,	-0.125
29.270685738883074,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.1875
